id,is_team1_won
4170,1
4173,0
4174,0
4176,1
4179,0
4185,1
4187,0
4190,1
4192,0
4196,0
4200,0
4201,0
4206,0
4209,1
4210,0
4212,1
4215,1
4217,0
4219,0
4223,1
4225,1
4232,0
4237,1
4240,0
4243,0
4244,1
4246,1
4247,1
4248,0
4250,0
4252,1
4254,1
4257,1
4258,1
4260,0
4261,0
4262,1
4263,1
4270,0
4271,0
4272,1
4273,1
4276,0
4279,1
4280,0
4281,0
4284,1
4286,1
4289,1
4296,1
4297,0
4298,1
4299,1
4300,1
4304,0
4306,1
4309,0
4311,0
4312,0
4316,0
4321,1
4327,1
4333,1
4335,0
4344,1
4349,1
4352,1
4357,0
4363,1
4372,0
4373,1
4374,0
4375,0
4378,0
4382,0
4384,0
4391,1
4393,0
4394,0
4395,0
4396,0
4400,0
4402,1
4404,0
4409,0
4410,1
4413,1
4417,0
4419,1
4420,0
4421,0
4423,1
4427,1
4428,1
4429,0
4432,0
4433,1
4435,1
4441,1
4443,1
4446,0
4451,1
4453,1
4454,1
4455,1
4456,1
4458,0
4460,0
4463,0
4467,1
4468,1
4469,1
4471,0
4473,0
4477,1
4479,1
4480,0
4481,0
4483,0
4484,0
4485,1
4486,0
4489,0
4490,1
4491,1
4493,0
4494,0
4496,0
4500,0
4502,0
4504,0
4506,1
4509,1
4510,0
4511,1
4514,1
4515,0
4517,0
4518,0
4519,1
4521,0
4525,1
4528,0
4532,0
4535,1
4541,0
4543,1
4545,0
4546,1
4551,1
4552,0
4554,0
4557,0
4562,0
4564,1
4565,0
4569,1
4570,1
4572,0
4575,0
4576,1
4578,0
4579,1
4580,1
4585,1
4589,1
4591,0
4597,0
4598,1
4601,1
4602,1
4603,1
4606,1
4608,0
4611,1
4614,0
4616,1
4625,1
4630,1
4631,0
4633,0
4634,1
4635,1
4636,1
4638,0
4640,0
4641,0
4643,1
4646,1
4647,1
4648,0
4649,1
4651,0
4652,0
4656,0
4663,0
4666,0
4669,0
4670,0
4671,0
4673,1
4677,1
4680,1
4682,0
4683,1
4684,0
4687,0
4690,1
4692,1
4701,0
4705,0
4706,0
4708,0
4710,0
4714,0
4715,1
4716,0
4719,1
4726,1
4727,1
4728,1
4730,1
4732,0
4736,0
4743,1
4746,1
4747,0
4748,1
4749,0
4751,0
4752,0
4755,0
4758,0
4772,0
4776,1
4779,0
4780,0
4786,0
4787,0
4788,1
4792,1
4794,0
4802,0
4803,1
4806,0
4807,1
4809,0
4811,1
4814,1
4816,0
4817,0
4820,1
4821,1
4822,1
4824,0
4831,0
4832,0
4840,1
4843,0
4844,1
4849,0
4851,0
4855,1
4856,0
4857,0
4861,1
4865,0
4871,1
4878,1
4881,0
4884,1
4885,0
4887,0
4891,1
4893,0
4894,0
4895,0
4896,0
4899,1
4901,1
4902,1
4904,1
4906,1
4913,1
4918,1
4919,0
4920,0
4921,0
4922,0
4924,0
4928,1
4930,0
4933,1
4935,1
4936,0
4938,0
4943,1
4945,0
4953,1
4955,1
4959,1
4962,1
4964,1
4965,1
4967,1
4968,1
4969,0
4974,0
4975,0
4976,1
4980,0
4981,0
4985,0
4987,1
4988,0
4989,1
4990,0
4991,1
4992,0
4994,0
4995,1
4997,0
4998,1
5001,0
5002,0
5004,1
5009,0
5010,0
5013,1
5014,0
5017,0
5020,1
5023,0
5024,1
5026,0
5028,1
5029,1
5031,0
5035,1
5036,0
5037,1
5040,1
5041,1
5042,0
5043,0
5044,0
5046,0
5048,1
5049,0
5052,0
5055,0
5060,0
5062,0
5063,1
5064,1
5065,0
5066,0
5070,0
5073,1
5074,0
5076,1
5077,1
5079,0
5080,0
5087,0
5094,0
5095,1
5100,1
5101,1
5103,1
5110,0
5112,0
5113,1
5116,0
5122,0
5123,1
5126,1
5128,1
5131,0
5136,0
5137,1
5143,0
5148,1
5149,0
5150,1
5152,0
5153,1
5154,1
5155,0
5158,1
5159,1
5162,1
5163,1
5164,0
5166,1
5167,1
5172,0
5173,1
5174,0
5176,0
5177,0
5183,1
5185,0
5190,0
5191,1
5195,0
5197,0
5198,1
5199,1
5201,0
5203,0
5207,1
5213,1
5217,0
5218,0
5219,0
5222,0
5224,0
5225,0
5227,1
5228,0
5229,0
5231,1
5233,1
5236,1
5241,0
5246,1
5249,1
5251,0
5254,1
5255,1
5256,0
5257,0
5263,0
5271,1
5272,0
5273,0
5278,1
5280,1
5283,1
5286,0
5287,0
5288,0
5293,0
5294,1
5300,0
5303,0
5309,0
5313,0
5314,1
5319,1
5320,1
5326,1
5329,1
5331,0
5335,1
5337,1
5338,0
5341,0
5344,1
5345,1
5347,1
5349,1
5353,1
5354,0
5363,0
5366,1
5370,1
5371,1
5374,0
5377,0
5382,1
5383,1
5384,0
5385,0
5386,0
5387,1
5389,1
5391,0
5394,1
5399,1
5400,0
5402,0
5404,0
5405,0
5411,0
5413,0
5421,1
5422,0
5424,1
5426,0
5427,1
5434,1
5436,0
5438,1
5441,0
5443,1
5445,1
5448,1
5449,0
5451,1
5456,1
5467,1
5470,0
5473,0
5477,0
5479,1
5482,0
5486,0
5495,1
5496,0
5502,0
5505,0
5506,0
5508,0
5509,1
5514,0
5515,1
5516,0
5519,1
5521,1
5522,0
5525,1
5526,1
5527,1
5532,0
5533,0
5535,0
5537,0
5548,1
5551,0
5553,0
5555,0
5556,0
5560,1
5563,1
5564,0
5566,0
5567,1
5568,1
5571,1
5573,0
5585,1
5589,0
5593,1
5595,0
5602,0
5603,0
5604,0
5605,1
5613,1
5614,1
5620,0
5627,0
5630,0
5631,0
5635,1
5638,1
5644,0
5649,1
5652,0
5657,0
5659,1
5662,0
5663,0
5667,1
5668,0
5670,1
5674,0
5675,0
5676,1
5677,1
5679,1
5680,0
5681,1
5683,1
5684,1
5685,0
5692,0
5695,1
5697,1
5700,1
5701,0
5705,1
5706,0
5710,1
5711,0
5716,1
5717,0
5721,0
5723,0
5724,0
5725,0
5729,1
5731,0
5732,1
5733,0
5736,0
5738,1
5740,0
5741,1
5744,0
5746,1
5749,0
5751,0
5752,1
5753,1
5754,0
5759,0
5762,1
5764,0
5765,0
5767,1
5768,1
5769,0
5775,1
5776,0
5779,1
5786,0
5787,0
5790,0
5791,0
5794,0
5798,0
5799,0
5801,1
5803,0
5804,0
5805,1
5810,1
5811,1
5813,1
5816,0
5817,1
5818,1
5823,0
5825,1
5829,1
5830,1
5831,1
5832,1
5833,0
5835,1
5837,1
5839,1
5842,1
5845,1
5846,1
5849,1
5850,0
5851,0
5852,0
5855,0
5856,1
5859,1
5860,0
5861,0
5866,1
5867,0
5868,1
5870,0
5871,1
5872,1
5874,1
5877,0
5878,1
5880,1
5881,0
5882,0
5888,0
5892,1
5893,1
5894,0
5898,0
5902,1
5903,1
5906,1
5909,1
5911,0
5913,1
5915,1
5921,1
5925,1
5927,1
5929,0
5930,0
5936,1
5938,1
5940,0
5941,0
5942,0
5945,0
5947,0
5950,1
5951,1
5952,0
5954,1
5955,1
5959,0
5961,1
5963,0
5964,1
5966,0
5969,1
5971,0
5973,1
5975,0
5976,1
5979,0
5980,0
5982,0
5983,1
5986,0
5987,1
5988,0
5989,0
5994,1
5999,0
6002,1
6004,1
6008,1
6009,0
6016,0
6018,1
6019,0
6022,1
6023,0
6024,1
6025,0
6026,0
6027,0
6029,1
6031,1
6034,1
6037,0
6039,0
6041,1
6047,0
6050,0
6052,1
6053,1
6055,1
6056,0
6057,0
6059,1
6061,1
6062,0
6064,0
6066,1
6068,0
6069,0
6070,0
6072,0
6075,0
6076,1
6078,0
6081,1
6084,1
6085,0
6090,1
6093,0
6100,0
6105,0
6108,0
6109,0
6112,1
6117,1
6118,0
6119,0
6123,0
6126,0
6128,1
6129,0
6131,0
6132,1
6135,1
6136,0
6137,1
6139,0
6140,0
6141,0
6142,0
6144,0
6146,0
6147,1
6151,1
6155,0
6156,1
6159,1
6162,0
6167,1
6174,0
6175,1
6176,1
6179,0
6181,0
6183,1
6184,0
6186,1
6189,0
6190,0
6192,1
6193,1
6195,1
6198,0
6199,0
6201,1
6202,0
6203,0
6205,0
6207,0
6210,1
6212,1
6213,0
6219,0
6220,0
6225,0
6226,1
6228,1
6229,1
6230,1
6238,1
6242,0
6243,1
6245,1
6246,1
6247,1
6252,1
6259,0
6260,1
6263,0
6264,0
6269,1
6272,1
6279,1
6282,0
6285,1
6288,1
6290,1
6291,0
6293,1
6295,0
6296,0
6298,1
6299,1
6302,0
6305,0
6309,0
6313,1
6314,1
6316,0
6318,0
6319,0
6322,1
6325,0
6326,0
6327,0
6329,1
6331,0
6332,0
6334,1
6336,0
6339,0
6346,0
6347,0
6349,1
6351,0
6353,0
6354,0
6357,0
6360,1
6361,1
6364,0
6365,1
6367,1
6368,0
6371,0
6372,1
6373,1
6377,0
6378,1
6379,1
6381,1
6383,0
6388,1
6389,0
6391,1
6393,1
6394,1
6397,1
6400,0
6403,0
6405,1
6410,0
6411,0
6416,1
6418,0
6421,1
6424,0
6428,0
6432,1
6435,0
6436,0
6438,0
6439,0
6442,1
6447,1
6448,1
6451,1
6452,1
6454,0
6457,0
6460,0
6461,1
6462,0
6465,1
6466,0
6468,0
6469,1
6472,1
6475,1
6476,0
6477,1
6479,1
6482,0
6486,0
6487,0
6492,0
6494,0
6498,0
6501,1
6503,1
6507,1
6511,1
6512,1
6523,1
6524,1
6525,0
6526,1
6528,0
6531,0
6533,0
6536,1
6547,0
6549,0
6554,0
6555,0
6556,0
6558,0
6560,0
6562,1
6565,0
6566,0
6571,1
6572,0
6573,0
6575,1
6578,0
6580,1
6584,0
6586,0
6587,1
6588,1
6595,1
6598,0
6599,1
6600,1
6603,1
6607,1
6611,0
6614,0
6615,0
6618,1
6622,0
6627,0
6631,1
6637,0
6638,1
6639,1
6640,0
6642,1
6644,0
6646,0
6648,0
6649,1
6650,0
6653,0
6654,0
6660,1
6662,0
6664,0
6669,1
6670,1
6674,0
6681,0
6683,0
6686,1
6688,1
6691,1
6696,1
6697,0
6699,0
6700,0
6703,0
6707,1
6709,0
6710,0
6711,0
6713,1
6715,1
6717,0
6718,0
6721,1
6724,0
6725,1
6730,1
6731,0
6736,1
6739,0
6743,1
6746,0
6747,1
6748,0
6749,0
6753,0
6755,0
6756,0
6757,0
6758,1
6761,0
6762,1
6763,1
6765,1
6766,0
6767,0
6772,1
6773,1
6775,1
6776,0
6777,0
6779,0
6782,1
6783,1
6786,1
6790,1
6792,0
6793,1
6799,1
6804,1
6808,1
6811,0
6812,0
6814,0
6815,1
6816,0
6817,0
6819,0
6821,0
6824,1
6825,0
6826,1
6827,0
6828,1
6830,0
6834,0
6837,0
6838,1
6841,1
6843,0
6845,1
6846,1
6850,1
6852,1
6860,0
6861,0
6862,1
6864,0
6866,0
6870,0
6871,1
6872,0
6874,0
6877,1
6879,1
6881,0
6883,1
6884,0
6886,0
6887,1
6888,0
6890,0
6892,1
6897,0
6901,0
6902,1
6903,0
6906,1
6908,0
6915,1
6918,1
6937,0
6938,1
6939,1
6942,0
6944,0
6945,1
6952,1
6964,0
6966,0
6967,0
6969,1
6972,0
6973,1
6976,0
6979,1
6980,0
6981,1
6982,0
6984,0
6985,0
6990,0
6992,0
6994,0
6996,1
6999,1
7001,1
7004,0
7005,0
7010,1
7012,0
7014,0
7015,0
7017,0
7021,1
7024,1
7028,1
7029,1
7033,0
7035,0
7037,0
7039,0
7041,1
7042,0
7043,0
7044,0
7049,0
7057,0
7061,1
7063,0
7066,1
7070,0
7072,0
7074,0
7075,1
7076,0
7080,0
7081,0
7084,0
7088,1
7092,1
7097,0
7100,0
7101,1
7102,0
7103,0
7104,1
7107,1
7112,1
7115,1
7119,0
7121,0
7122,0
7125,0
7126,0
7128,1
7129,1
7130,1
7131,0
7134,0
7135,1
7141,0
7142,0
7144,0
7154,1
7156,0
7157,1
7161,0
7163,1
7165,1
7173,0
7175,1
7181,0
7183,0
7185,1
7193,1
7194,0
7196,0
7201,0
